Année;Polluant;Fuel;Emissions;Type de véhicule
1996;PCDD-F;Diesel;9.49;Voitures particulières
1997;PCDD-F;Diesel;9.94;Voitures particulières
1998;PCDD-F;Diesel;10.6;Voitures particulières
1999;PCDD-F;Diesel;11.31;Voitures particulières
2000;PCDD-F;Diesel;11.67;Voitures particulières
2001;PCDD-F;Diesel;12.83;Voitures particulières
2002;PCDD-F;Diesel;13.45;Voitures particulières
2003;PCDD-F;Diesel;14.24;Voitures particulières
2004;PCDD-F;Diesel;14.63;Voitures particulières
2005;PCDD-F;Diesel;14.97;Voitures particulières
2006;PCDD-F;Diesel;15.72;Voitures particulières
2007;PCDD-F;Diesel;16.39;Voitures particulières
2008;PCDD-F;Diesel;16.89;Voitures particulières
2009;PCDD-F;Diesel;17.76;Voitures particulières
1990;SO2;Diesel;29.32;Voitures particulières
1991;SO2;Diesel;32.71;Voitures particulières
1992;SO2;Diesel;36.42;Voitures particulières
1993;SO2;Diesel;39.89;Voitures particulières
1994;SO2;Diesel;40.11;Voitures particulières
1995;SO2;Diesel;32.75;Voitures particulières
1996;SO2;Diesel;28.68;Voitures particulières
1997;SO2;Diesel;9.27;Voitures particulières
1998;SO2;Diesel;9.91;Voitures particulières
1999;SO2;Diesel;9.03;Voitures particulières
2000;SO2;Diesel;7.62;Voitures particulières
2001;SO2;Diesel;8.32;Voitures particulières
2002;SO2;Diesel;8.71;Voitures particulières
2003;SO2;Diesel;9.19;Voitures particulières
2004;SO2;Diesel;9.39;Voitures particulières
2005;SO2;Diesel;1.37;Voitures particulières
2006;SO2;Diesel;1.43;Voitures particulières
2007;SO2;Diesel;1.5;Voitures particulières
2008;SO2;Diesel;1.55;Voitures particulières
2009;SO2;Diesel;0.33;Voitures particulières
1990;Ni;Diesel;0.14;Voitures particulières
1991;Ni;Diesel;0.16;Voitures particulières
1992;Ni;Diesel;0.18;Voitures particulières
1993;Ni;Diesel;0.19;Voitures particulières
1994;Ni;Diesel;0.21;Voitures particulières
1995;Ni;Diesel;0.24;Voitures particulières
1996;Ni;Diesel;0.26;Voitures particulières
1997;Ni;Diesel;0.27;Voitures particulières
1998;Ni;Diesel;0.29;Voitures particulières
1999;Ni;Diesel;0.31;Voitures particulières
2000;Ni;Diesel;0.32;Voitures particulières
2001;Ni;Diesel;0.36;Voitures particulières
2002;Ni;Diesel;0.38;Voitures particulières
2003;Ni;Diesel;0.4;Voitures particulières
2004;Ni;Diesel;0.42;Voitures particulières
2005;Ni;Diesel;0.43;Voitures particulières
2006;Ni;Diesel;0.46;Voitures particulières
2007;Ni;Diesel;0.48;Voitures particulières
2008;Ni;Diesel;0.5;Voitures particulières
2009;Ni;Diesel;0.52;Voitures particulières
1990;benzène;Diesel;0.0;Voitures particulières
1991;benzène;Diesel;0.0;Voitures particulières
1992;benzène;Diesel;0.0;Voitures particulières
1993;benzène;Diesel;0.0;Voitures particulières
1994;benzène;Diesel;0.0;Voitures particulières
1995;benzène;Diesel;0.0;Voitures particulières
1996;benzène;Diesel;0.0;Voitures particulières
1997;benzène;Diesel;0.0;Voitures particulières
1998;benzène;Diesel;0.0;Voitures particulières
1999;benzène;Diesel;0.0;Voitures particulières
2000;benzène;Diesel;618.0;Voitures particulières
2001;benzène;Diesel;632.0;Voitures particulières
2002;benzène;Diesel;595.0;Voitures particulières
2003;benzène;Diesel;589.0;Voitures particulières
2004;benzène;Diesel;552.0;Voitures particulières
2005;benzène;Diesel;522.0;Voitures particulières
2006;benzène;Diesel;480.0;Voitures particulières
2007;benzène;Diesel;461.0;Voitures particulières
2008;benzène;Diesel;439.0;Voitures particulières
2009;benzène;Diesel;432.0;Voitures particulières
1990;NOx;Essence;644.0;Voitures particulières
1991;NOx;Essence;628.0;Voitures particulières
1992;NOx;Essence;625.0;Voitures particulières
1993;NOx;Essence;581.0;Voitures particulières
1994;NOx;Essence;531.0;Voitures particulières
1995;NOx;Essence;473.0;Voitures particulières
1996;NOx;Essence;430.0;Voitures particulières
1997;NOx;Essence;382.0;Voitures particulières
1998;NOx;Essence;346.0;Voitures particulières
1999;NOx;Essence;307.0;Voitures particulières
2000;NOx;Essence;271.0;Voitures particulières
2001;NOx;Essence;232.0;Voitures particulières
2002;NOx;Essence;195.0;Voitures particulières
2003;NOx;Essence;161.0;Voitures particulières
2004;NOx;Essence;134.0;Voitures particulières
2005;NOx;Essence;104.0;Voitures particulières
2006;NOx;Essence;82.0;Voitures particulières
2007;NOx;Essence;66.0;Voitures particulières
2008;NOx;Essence;52.0;Voitures particulières
2009;NOx;Essence;41.0;Voitures particulières
1990;COVNM;Essence;708.0;Voitures particulières
1991;COVNM;Essence;690.0;Voitures particulières
1992;COVNM;Essence;688.0;Voitures particulières
1993;COVNM;Essence;642.0;Voitures particulières
1994;COVNM;Essence;577.0;Voitures particulières
1995;COVNM;Essence;530.0;Voitures particulières
1996;COVNM;Essence;473.0;Voitures particulières
1997;COVNM;Essence;427.0;Voitures particulières
1998;COVNM;Essence;384.0;Voitures particulières
1999;COVNM;Essence;353.0;Voitures particulières
2000;COVNM;Essence;297.0;Voitures particulières
2001;COVNM;Essence;263.0;Voitures particulières
2002;COVNM;Essence;225.0;Voitures particulières
2003;COVNM;Essence;192.0;Voitures particulières
2004;COVNM;Essence;162.0;Voitures particulières
2005;COVNM;Essence;130.0;Voitures particulières
2006;COVNM;Essence;104.0;Voitures particulières
2007;COVNM;Essence;86.0;Voitures particulières
2008;COVNM;Essence;69.0;Voitures particulières
2009;COVNM;Essence;57.0;Voitures particulières
1990;CO;Essence;4465.0;Voitures particulières
1991;CO;Essence;4385.0;Voitures particulières
1992;CO;Essence;4230.0;Voitures particulières
1993;CO;Essence;3961.0;Voitures particulières
1994;CO;Essence;3332.0;Voitures particulières
1995;CO;Essence;3179.0;Voitures particulières
1996;CO;Essence;2853.0;Voitures particulières
1997;CO;Essence;2515.0;Voitures particulières
1998;CO;Essence;2275.0;Voitures particulières
1999;CO;Essence;2087.0;Voitures particulières
2000;CO;Essence;1698.0;Voitures particulières
2001;CO;Essence;1543.0;Voitures particulières
2002;CO;Essence;1323.0;Voitures particulières
2003;CO;Essence;1147.0;Voitures particulières
2004;CO;Essence;1033.0;Voitures particulières
2005;CO;Essence;824.0;Voitures particulières
2006;CO;Essence;669.0;Voitures particulières
2007;CO;Essence;596.0;Voitures particulières
2008;CO;Essence;495.0;Voitures particulières
2009;CO;Essence;393.0;Voitures particulières
1990;PM10;Essence;9.4;Voitures particulières
1991;PM10;Essence;8.8;Voitures particulières
1992;PM10;Essence;8.4;Voitures particulières
1993;PM10;Essence;7.7;Voitures particulières
1994;PM10;Essence;7.0;Voitures particulières
1995;PM10;Essence;6.5;Voitures particulières
1996;PM10;Essence;6.0;Voitures particulières
1997;PM10;Essence;5.6;Voitures particulières
1998;PM10;Essence;5.3;Voitures particulières
1999;PM10;Essence;5.1;Voitures particulières
2000;PM10;Essence;4.7;Voitures particulières
2001;PM10;Essence;4.3;Voitures particulières
2002;PM10;Essence;4.1;Voitures particulières
2003;PM10;Essence;4.0;Voitures particulières
2004;PM10;Essence;3.8;Voitures particulières
2005;PM10;Essence;3.6;Voitures particulières
2006;PM10;Essence;3.4;Voitures particulières
2007;PM10;Essence;3.2;Voitures particulières
2008;PM10;Essence;2.9;Voitures particulières
2009;PM10;Essence;2.7;Voitures particulières
1990;PM2,5;Essence;7.4;Voitures particulières
1991;PM2,5;Essence;6.8;Voitures particulières
1992;PM2,5;Essence;6.4;Voitures particulières
1993;PM2,5;Essence;5.7;Voitures particulières
1994;PM2,5;Essence;5.1;Voitures particulières
1995;PM2,5;Essence;4.6;Voitures particulières
1996;PM2,5;Essence;4.2;Voitures particulières
1997;PM2,5;Essence;3.8;Voitures particulières
1998;PM2,5;Essence;3.6;Voitures particulières
1999;PM2,5;Essence;3.4;Voitures particulières
2000;PM2,5;Essence;3.1;Voitures particulières
2001;PM2,5;Essence;2.7;Voitures particulières
2002;PM2,5;Essence;2.6;Voitures particulières
2003;PM2,5;Essence;2.4;Voitures particulières
2004;PM2,5;Essence;2.3;Voitures particulières
2005;PM2,5;Essence;2.2;Voitures particulières
2006;PM2,5;Essence;2.0;Voitures particulières
2007;PM2,5;Essence;1.9;Voitures particulières
2008;PM2,5;Essence;1.8;Voitures particulières
2009;PM2,5;Essence;1.6;Voitures particulières
1990;PM1;Essence;3.9;Voitures particulières
1991;PM1;Essence;3.5;Voitures particulières
1992;PM1;Essence;3.1;Voitures particulières
1993;PM1;Essence;2.7;Voitures particulières
1994;PM1;Essence;2.3;Voitures particulières
1995;PM1;Essence;2.0;Voitures particulières
1996;PM1;Essence;1.7;Voitures particulières
1997;PM1;Essence;1.4;Voitures particulières
1998;PM1;Essence;1.3;Voitures particulières
1999;PM1;Essence;1.1;Voitures particulières
2000;PM1;Essence;0.9;Voitures particulières
2001;PM1;Essence;0.7;Voitures particulières
2002;PM1;Essence;0.6;Voitures particulières
2003;PM1;Essence;0.6;Voitures particulières
2004;PM1;Essence;0.6;Voitures particulières
2005;PM1;Essence;0.5;Voitures particulières
2006;PM1;Essence;0.5;Voitures particulières
2007;PM1;Essence;0.5;Voitures particulières
2008;PM1;Essence;0.4;Voitures particulières
2009;PM1;Essence;0.4;Voitures particulières
1990;BC;Essence;0.75;Voitures particulières
1991;BC;Essence;0.74;Voitures particulières
1992;BC;Essence;0.72;Voitures particulières
1993;BC;Essence;0.67;Voitures particulières
1994;BC;Essence;0.6;Voitures particulières
1995;BC;Essence;0.55;Voitures particulières
1996;BC;Essence;0.51;Voitures particulières
1997;BC;Essence;0.47;Voitures particulières
1998;BC;Essence;0.44;Voitures particulières
1999;BC;Essence;0.41;Voitures particulières
2000;BC;Essence;0.37;Voitures particulières
2001;BC;Essence;0.31;Voitures particulières
2002;BC;Essence;0.29;Voitures particulières
2003;BC;Essence;0.28;Voitures particulières
2004;BC;Essence;0.27;Voitures particulières
2005;BC;Essence;0.25;Voitures particulières
2006;BC;Essence;0.23;Voitures particulières
2007;BC;Essence;0.21;Voitures particulières
2008;BC;Essence;0.19;Voitures particulières
2009;BC;Essence;0.18;Voitures particulières
1990;du;Essence;0.5;Voitures particulières
1991;du;Essence;0.4;Voitures particulières
1992;du;Essence;0.5;Voitures particulières
1993;du;Essence;0.4;Voitures particulières
1994;du;Essence;0.4;Voitures particulières
1995;du;Essence;0.4;Voitures particulières
1996;du;Essence;0.4;Voitures particulières
1997;du;Essence;0.4;Voitures particulières
1998;du;Essence;0.4;Voitures particulières
1999;du;Essence;0.4;Voitures particulières
2000;du;Essence;0.4;Voitures particulières
2001;du;Essence;0.4;Voitures particulières
2002;du;Essence;0.4;Voitures particulières
2003;du;Essence;0.3;Voitures particulières
2004;du;Essence;0.3;Voitures particulières
2005;du;Essence;0.3;Voitures particulières
2006;du;Essence;0.3;Voitures particulières
2007;du;Essence;0.3;Voitures particulières
2008;du;Essence;0.2;Voitures particulières
2009;du;Essence;0.2;Voitures particulières
1990;Cd;Essence;0.17;Voitures particulières
1991;Cd;Essence;0.16;Voitures particulières
1992;Cd;Essence;0.16;Voitures particulières
1993;Cd;Essence;0.16;Voitures particulières
1994;Cd;Essence;0.16;Voitures particulières
1995;Cd;Essence;0.15;Voitures particulières
1996;Cd;Essence;0.15;Voitures particulières
1997;Cd;Essence;0.15;Voitures particulières
1998;Cd;Essence;0.15;Voitures particulières
1999;Cd;Essence;0.15;Voitures particulières
2000;Cd;Essence;0.14;Voitures particulières
2001;Cd;Essence;0.14;Voitures particulières
2002;Cd;Essence;0.13;Voitures particulières
2003;Cd;Essence;0.13;Voitures particulières
2004;Cd;Essence;0.13;Voitures particulières
2005;Cd;Essence;0.12;Voitures particulières
2006;Cd;Essence;0.11;Voitures particulières
2007;Cd;Essence;0.1;Voitures particulières
2008;Cd;Essence;0.1;Voitures particulières
2009;Cd;Essence;0.09;Voitures particulières
1990;Cr;Essence;0.37;Voitures particulières
1991;Cr;Essence;0.36;Voitures particulières
1992;Cr;Essence;0.37;Voitures particulières
1993;Cr;Essence;0.36;Voitures particulières
1994;Cr;Essence;0.35;Voitures particulières
1995;Cr;Essence;0.33;Voitures particulières
1996;Cr;Essence;0.33;Voitures particulières
1997;Cr;Essence;0.32;Voitures particulières
1998;Cr;Essence;0.31;Voitures particulières
1999;Cr;Essence;0.32;Voitures particulières
2000;Cr;Essence;0.3;Voitures particulières
2001;Cr;Essence;0.3;Voitures particulières
2002;Cr;Essence;0.29;Voitures particulières
2003;Cr;Essence;0.28;Voitures particulières
2004;Cr;Essence;0.27;Voitures particulières
2005;Cr;Essence;0.25;Voitures particulières
2006;Cr;Essence;0.24;Voitures particulières
2007;Cr;Essence;0.22;Voitures particulières
2008;Cr;Essence;0.21;Voitures particulières
2009;Cr;Essence;0.19;Voitures particulières
1990;Cu;Essence;40.0;Voitures particulières
1991;Cu;Essence;39.0;Voitures particulières
1992;Cu;Essence;40.0;Voitures particulières
1993;Cu;Essence;38.0;Voitures particulières
1994;Cu;Essence;37.0;Voitures particulières
1995;Cu;Essence;35.0;Voitures particulières
1996;Cu;Essence;35.0;Voitures particulières
1997;Cu;Essence;34.0;Voitures particulières
1998;Cu;Essence;33.0;Voitures particulières
1999;Cu;Essence;34.0;Voitures particulières
2000;Cu;Essence;32.0;Voitures particulières
2001;Cu;Essence;32.0;Voitures particulières
2002;Cu;Essence;31.0;Voitures particulières
2003;Cu;Essence;30.0;Voitures particulières
2004;Cu;Essence;30.0;Voitures particulières
2005;Cu;Essence;29.0;Voitures particulières
2006;Cu;Essence;27.0;Voitures particulières
2007;Cu;Essence;26.0;Voitures particulières
2008;Cu;Essence;24.0;Voitures particulières
2009;Cu;Essence;22.0;Voitures particulières
1990;Pb;Essence;3382.0;Voitures particulières
1991;Pb;Essence;2182.0;Voitures particulières
1992;Pb;Essence;1538.0;Voitures particulières
1993;Pb;Essence;1338.0;Voitures particulières
1994;Pb;Essence;1169.0;Voitures particulières
1995;Pb;Essence;1037.0;Voitures particulières
1996;Pb;Essence;891.0;Voitures particulières
1997;Pb;Essence;772.0;Voitures particulières
1998;Pb;Essence;670.0;Voitures particulières
1999;Pb;Essence;481.0;Voitures particulières
2000;Pb;Essence;21.0;Voitures particulières
2001;Pb;Essence;15.0;Voitures particulières
2002;Pb;Essence;14.0;Voitures particulières
2003;Pb;Essence;14.0;Voitures particulières
2004;Pb;Essence;14.0;Voitures particulières
2005;Pb;Essence;13.0;Voitures particulières
2006;Pb;Essence;12.0;Voitures particulières
2007;Pb;Essence;12.0;Voitures particulières
2008;Pb;Essence;11.0;Voitures particulières
2009;Pb;Essence;10.0;Voitures particulières
1990;Zn;Essence;92.72;Voitures particulières
1991;Zn;Essence;90.78;Voitures particulières
1992;Zn;Essence;92.34;Voitures particulières
1993;Zn;Essence;89.39;Voitures particulières
1994;Zn;Essence;87.34;Voitures particulières
1995;Zn;Essence;83.94;Voitures particulières
1996;Zn;Essence;82.51;Voitures particulières
1997;Zn;Essence;81.06;Voitures particulières
1998;Zn;Essence;79.14;Voitures particulières
1999;Zn;Essence;80.22;Voitures particulières
2000;Zn;Essence;76.99;Voitures particulières
2001;Zn;Essence;75.98;Voitures particulières
2002;Zn;Essence;73.44;Voitures particulières
2003;Zn;Essence;70.6;Voitures particulières
2004;Zn;Essence;68.69;Voitures particulières
2005;Zn;Essence;64.68;Voitures particulières
2006;Zn;Essence;60.55;Voitures particulières
2007;Zn;Essence;57.2;Voitures particulières
2008;Zn;Essence;52.63;Voitures particulières
2009;Zn;Essence;48.93;Voitures particulières
1990;HAP;Essence;0.76;Voitures particulières
1991;HAP;Essence;0.75;Voitures particulières
1992;HAP;Essence;0.75;Voitures particulières
1993;HAP;Essence;0.71;Voitures particulières
1994;HAP;Essence;0.67;Voitures particulières
1995;HAP;Essence;0.62;Voitures particulières
1996;HAP;Essence;0.59;Voitures particulières
1997;HAP;Essence;0.55;Voitures particulières
1998;HAP;Essence;0.53;Voitures particulières
1999;HAP;Essence;0.51;Voitures particulières
2000;HAP;Essence;0.47;Voitures particulières
2001;HAP;Essence;0.45;Voitures particulières
2002;HAP;Essence;0.42;Voitures particulières
2003;HAP;Essence;0.39;Voitures particulières
2004;HAP;Essence;0.36;Voitures particulières
2005;HAP;Essence;0.33;Voitures particulières
2006;HAP;Essence;0.3;Voitures particulières
2007;HAP;Essence;0.27;Voitures particulières
2008;HAP;Essence;0.25;Voitures particulières
2009;HAP;Essence;0.23;Voitures particulières
1990;PCDD-F;Essence;7.54;Voitures particulières
1991;PCDD-F;Essence;7.39;Voitures particulières
1992;PCDD-F;Essence;7.5;Voitures particulières
1993;PCDD-F;Essence;7.26;Voitures particulières
1994;PCDD-F;Essence;7.08;Voitures particulières
1995;PCDD-F;Essence;6.8;Voitures particulières
1996;PCDD-F;Essence;6.69;Voitures particulières
1997;PCDD-F;Essence;6.58;Voitures particulières
1998;PCDD-F;Essence;6.46;Voitures particulières
1999;PCDD-F;Essence;6.45;Voitures particulières
2000;PCDD-F;Essence;6.2;Voitures particulières
2001;PCDD-F;Essence;5.82;Voitures particulières
2002;PCDD-F;Essence;5.25;Voitures particulières
2003;PCDD-F;Essence;4.71;Voitures particulières
2004;PCDD-F;Essence;4.25;Voitures particulières
2005;PCDD-F;Essence;3.72;Voitures particulières
2006;PCDD-F;Essence;3.22;Voitures particulières
2007;PCDD-F;Essence;2.84;Voitures particulières
2008;PCDD-F;Essence;2.42;Voitures particulières
2009;PCDD-F;Essence;2.1;Voitures particulières
1990;SO2;Essence;35.76;Voitures particulières
1991;SO2;Essence;33.5;Voitures particulières
1992;SO2;Essence;33.05;Voitures particulières
1993;SO2;Essence;31.15;Voitures particulières
1994;SO2;Essence;29.17;Voitures particulières
1995;SO2;Essence;23.49;Voitures particulières
1996;SO2;Essence;21.6;Voitures particulières
1997;SO2;Essence;20.15;Voitures particulières
1998;SO2;Essence;18.93;Voitures particulières
1999;SO2;Essence;12.39;Voitures particulières
2000;SO2;Essence;3.62;Voitures particulières
2001;SO2;Essence;3.52;Voitures particulières
2002;SO2;Essence;3.37;Voitures particulières
2003;SO2;Essence;3.16;Voitures particulières
2004;SO2;Essence;2.98;Voitures particulières
2005;SO2;Essence;0.92;Voitures particulières
2006;SO2;Essence;0.85;Voitures particulières
2007;SO2;Essence;0.8;Voitures particulières
2008;SO2;Essence;0.74;Voitures particulières
2009;SO2;Essence;0.14;Voitures particulières
1990;Ni;Essence;0.43;Voitures particulières
1991;Ni;Essence;0.43;Voitures particulières
1992;Ni;Essence;0.43;Voitures particulières
1993;Ni;Essence;0.42;Voitures particulières
1994;Ni;Essence;0.41;Voitures particulières
1995;Ni;Essence;0.39;Voitures particulières
1996;Ni;Essence;0.39;Voitures particulières
1997;Ni;Essence;0.38;Voitures particulières
1998;Ni;Essence;0.37;Voitures particulières
1999;Ni;Essence;0.38;Voitures particulières
2000;Ni;Essence;0.36;Voitures particulières
2001;Ni;Essence;0.36;Voitures particulières
2002;Ni;Essence;0.34;Voitures particulières
2003;Ni;Essence;0.33;Voitures particulières
2004;Ni;Essence;0.32;Voitures particulières
2005;Ni;Essence;0.3;Voitures particulières
2006;Ni;Essence;0.28;Voitures particulières
2007;Ni;Essence;0.27;Voitures particulières
2008;Ni;Essence;0.25;Voitures particulières
2009;Ni;Essence;0.23;Voitures particulières
1990;benzène;Essence;0.0;Voitures particulières
1991;benzène;Essence;0.0;Voitures particulières
1992;benzène;Essence;0.0;Voitures particulières
1993;benzène;Essence;0.0;Voitures particulières
1994;benzène;Essence;0.0;Voitures particulières
1995;benzène;Essence;0.0;Voitures particulières
1996;benzène;Essence;0.0;Voitures particulières
1997;benzène;Essence;0.0;Voitures particulières
1998;benzène;Essence;0.0;Voitures particulières
1999;benzène;Essence;0.0;Voitures particulières
2000;benzène;Essence;10223.0;Voitures particulières
2001;benzène;Essence;9226.0;Voitures particulières
2002;benzène;Essence;7875.0;Voitures particulières
2003;benzène;Essence;6759.0;Voitures particulières
2004;benzène;Essence;5814.0;Voitures particulières
2005;benzène;Essence;4646.0;Voitures particulières
2006;benzène;Essence;3680.0;Voitures particulières
2007;benzène;Essence;3062.0;Voitures particulières
2008;benzène;Essence;2426.0;Voitures particulières
2009;benzène;Essence;1981.0;Voitures particulières
1990;NOx;GPL;2.2;Voitures particulières
1991;NOx;GPL;2.0;Voitures particulières
1992;NOx;GPL;1.7;Voitures particulières
1993;NOx;GPL;1.4;Voitures particulières
1994;NOx;GPL;1.2;Voitures particulières
1995;NOx;GPL;0.9;Voitures particulières
1996;NOx;GPL;1.5;Voitures particulières
1997;NOx;GPL;2.6;Voitures particulières
1998;NOx;GPL;4.1;Voitures particulières
1999;NOx;GPL;4.9;Voitures particulières
2000;NOx;GPL;4.7;Voitures particulières
2001;NOx;GPL;4.1;Voitures particulières
2002;NOx;GPL;3.3;Voitures particulières
2003;NOx;GPL;2.6;Voitures particulières
2004;NOx;GPL;2.1;Voitures particulières
2005;NOx;GPL;1.7;Voitures particulières
2006;NOx;GPL;1.4;Voitures particulières
2007;NOx;GPL;1.1;Voitures particulières
2008;NOx;GPL;0.9;Voitures particulières
2009;NOx;GPL;0.7;Voitures particulières
1990;COVNM;GPL;0.73;Voitures particulières
1991;COVNM;GPL;0.73;Voitures particulières
1992;COVNM;GPL;0.61;Voitures particulières
1993;COVNM;GPL;0.55;Voitures particulières
1994;COVNM;GPL;0.46;Voitures particulières
1995;COVNM;GPL;0.41;Voitures particulières
1996;COVNM;GPL;0.71;Voitures particulières
1997;COVNM;GPL;1.36;Voitures particulières
1998;COVNM;GPL;2.23;Voitures particulières
1999;COVNM;GPL;2.94;Voitures particulières
2000;COVNM;GPL;2.82;Voitures particulières
2001;COVNM;GPL;2.72;Voitures particulières
2002;COVNM;GPL;2.29;Voitures particulières
2003;COVNM;GPL;1.96;Voitures particulières
2004;COVNM;GPL;1.73;Voitures particulières
2005;COVNM;GPL;1.58;Voitures particulières
2006;COVNM;GPL;1.35;Voitures particulières
2007;COVNM;GPL;1.17;Voitures particulières
2008;COVNM;GPL;1.04;Voitures particulières
2009;COVNM;GPL;0.89;Voitures particulières
1990;CO;GPL;7.6;Voitures particulières
1991;CO;GPL;7.3;Voitures particulières
1992;CO;GPL;6.2;Voitures particulières
1993;CO;GPL;5.5;Voitures particulières
1994;CO;GPL;4.5;Voitures particulières
1995;CO;GPL;3.8;Voitures particulières
1996;CO;GPL;6.3;Voitures particulières
1997;CO;GPL;11.6;Voitures particulières
1998;CO;GPL;19.5;Voitures particulières
1999;CO;GPL;24.5;Voitures particulières
2000;CO;GPL;25.2;Voitures particulières
2001;CO;GPL;22.8;Voitures particulières
2002;CO;GPL;18.8;Voitures particulières
2003;CO;GPL;15.5;Voitures particulières
2004;CO;GPL;13.3;Voitures particulières
2005;CO;GPL;11.5;Voitures particulières
2006;CO;GPL;9.7;Voitures particulières
2007;CO;GPL;8.4;Voitures particulières
2008;CO;GPL;7.4;Voitures particulières
2009;CO;GPL;6.1;Voitures particulières
1990;PM10;GPL;0.02;Voitures particulières
1991;PM10;GPL;0.01;Voitures particulières
1992;PM10;GPL;0.01;Voitures particulières
1993;PM10;GPL;0.01;Voitures particulières
1994;PM10;GPL;0.01;Voitures particulières
1995;PM10;GPL;0.01;Voitures particulières
1996;PM10;GPL;0.01;Voitures particulières
1997;PM10;GPL;0.03;Voitures particulières
1998;PM10;GPL;0.05;Voitures particulières
1999;PM10;GPL;0.06;Voitures particulières
2000;PM10;GPL;0.07;Voitures particulières
2001;PM10;GPL;0.06;Voitures particulières
2002;PM10;GPL;0.06;Voitures particulières
2003;PM10;GPL;0.05;Voitures particulières
2004;PM10;GPL;0.05;Voitures particulières
2005;PM10;GPL;0.05;Voitures particulières
2006;PM10;GPL;0.05;Voitures particulières
2007;PM10;GPL;0.04;Voitures particulières
2008;PM10;GPL;0.04;Voitures particulières
2009;PM10;GPL;0.04;Voitures particulières
1990;PM2,5;GPL;0.01;Voitures particulières
1991;PM2,5;GPL;0.01;Voitures particulières
1992;PM2,5;GPL;0.01;Voitures particulières
1993;PM2,5;GPL;0.01;Voitures particulières
1994;PM2,5;GPL;0.01;Voitures particulières
1995;PM2,5;GPL;0.0;Voitures particulières
1996;PM2,5;GPL;0.01;Voitures particulières
1997;PM2,5;GPL;0.02;Voitures particulières
1998;PM2,5;GPL;0.03;Voitures particulières
1999;PM2,5;GPL;0.04;Voitures particulières
2000;PM2,5;GPL;0.04;Voitures particulières
2001;PM2,5;GPL;0.04;Voitures particulières
2002;PM2,5;GPL;0.03;Voitures particulières
2003;PM2,5;GPL;0.03;Voitures particulières
2004;PM2,5;GPL;0.03;Voitures particulières
2005;PM2,5;GPL;0.03;Voitures particulières
2006;PM2,5;GPL;0.03;Voitures particulières
2007;PM2,5;GPL;0.02;Voitures particulières
2008;PM2,5;GPL;0.02;Voitures particulières
2009;PM2,5;GPL;0.02;Voitures particulières
1990;PM1;GPL;0.0;Voitures particulières
1991;PM1;GPL;0.0;Voitures particulières
1992;PM1;GPL;0.0;Voitures particulières
1993;PM1;GPL;0.0;Voitures particulières
1994;PM1;GPL;0.0;Voitures particulières
1995;PM1;GPL;0.0;Voitures particulières
1996;PM1;GPL;0.0;Voitures particulières
1997;PM1;GPL;0.0;Voitures particulières
1998;PM1;GPL;0.0;Voitures particulières
1999;PM1;GPL;0.0;Voitures particulières
2000;PM1;GPL;0.0;Voitures particulières
2001;PM1;GPL;0.0;Voitures particulières
2002;PM1;GPL;0.0;Voitures particulières
2003;PM1;GPL;0.0;Voitures particulières
2004;PM1;GPL;0.0;Voitures particulières
2005;PM1;GPL;0.0;Voitures particulières
2006;PM1;GPL;0.0;Voitures particulières
2007;PM1;GPL;0.0;Voitures particulières
2008;PM1;GPL;0.0;Voitures particulières
2009;PM1;GPL;0.0;Voitures particulières
1990;BC;GPL;0.0;Voitures particulières
1991;BC;GPL;0.0;Voitures particulières
1992;BC;GPL;0.0;Voitures particulières
1993;BC;GPL;0.0;Voitures particulières
1994;BC;GPL;0.0;Voitures particulières
1995;BC;GPL;0.0;Voitures particulières
1996;BC;GPL;0.0;Voitures particulières
1997;BC;GPL;0.0;Voitures particulières
1998;BC;GPL;0.0;Voitures particulières
1999;BC;GPL;0.0;Voitures particulières
2000;BC;GPL;0.0;Voitures particulières
2001;BC;GPL;0.0;Voitures particulières
2002;BC;GPL;0.0;Voitures particulières
2003;BC;GPL;0.0;Voitures particulières
2004;BC;GPL;0.0;Voitures particulières
2005;BC;GPL;0.0;Voitures particulières
2006;BC;GPL;0.0;Voitures particulières
2007;BC;GPL;0.0;Voitures particulières
2008;BC;GPL;0.0;Voitures particulières
2009;BC;GPL;0.0;Voitures particulières
1990;du;GPL;0.0;Voitures particulières
1991;du;GPL;0.0;Voitures particulières
1992;du;GPL;0.0;Voitures particulières
1993;du;GPL;0.0;Voitures particulières
1994;du;GPL;0.0;Voitures particulières
1995;du;GPL;0.0;Voitures particulières
1996;du;GPL;0.0;Voitures particulières
1997;du;GPL;0.0;Voitures particulières
1998;du;GPL;0.0;Voitures particulières
1999;du;GPL;0.0;Voitures particulières
2000;du;GPL;0.0;Voitures particulières
2001;du;GPL;0.0;Voitures particulières
2002;du;GPL;0.0;Voitures particulières
2003;du;GPL;0.0;Voitures particulières
2004;du;GPL;0.0;Voitures particulières
2005;du;GPL;0.0;Voitures particulières
2006;du;GPL;0.0;Voitures particulières
2007;du;GPL;0.0;Voitures particulières
2008;du;GPL;0.0;Voitures particulières
2009;du;GPL;0.0;Voitures particulières
1990;Cd;GPL;0.0;Voitures particulières
1991;Cd;GPL;0.0;Voitures particulières
1992;Cd;GPL;0.0;Voitures particulières
1993;Cd;GPL;0.0;Voitures particulières
1994;Cd;GPL;0.0;Voitures particulières
1995;Cd;GPL;0.0;Voitures particulières
